nama_ptn,kode_ptn,kode_resmi,kategori,kode_prodi,nama_prodi,jenjang,daya_tampung_2026,peminat_2025,portofolio,scraped_at,rasio_keketatan
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511025,Hukum,Sarjana,96,762.0,Tidak Ada,2026-04-10 15:25:09,0.126
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511026,Sosiologi,Sarjana,66,452.0,Tidak Ada,2026-04-10 15:25:09,0.146
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511027,Administrasi Publik,Sarjana,66,829.0,Tidak Ada,2026-04-10 15:25:09,0.0796
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511028,Manajemen,Sarjana,42,1053.0,Tidak Ada,2026-04-10 15:25:09,0.0399
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511029,Ekonomi Pembangunan,Sarjana,42,527.0,Tidak Ada,2026-04-10 15:25:09,0.0797
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511030,Akuntansi,Sarjana,42,908.0,Tidak Ada,2026-04-10 15:25:09,0.0463
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511031,Ilmu Komunikasi,Sarjana,69,871.0,Tidak Ada,2026-04-10 15:25:09,0.0792
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511032,Ilmu Politik,Sarjana,54,304.0,Tidak Ada,2026-04-10 15:25:09,0.1776
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511033,Sastra Indonesia,Sarjana,48,313.0,Tidak Ada,2026-04-10 15:25:09,0.1534
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511034,Sastra Inggris,Sarjana,48,465.0,Tidak Ada,2026-04-10 15:25:09,0.1032
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511035,Hubungan Internasional,Sarjana,57,406.0,Tidak Ada,2026-04-10 15:25:09,0.1404
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511036,Sastra Jepang,Sarjana,48,321.0,Tidak Ada,2026-04-10 15:25:09,0.1495
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511037,Pendidikan Ekonomi,Sarjana,30,362.0,Tidak Ada,2026-04-10 15:25:09,0.0829
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511038,Pendidikan Bahasa Indonesia,Sarjana,48,672.0,Tidak Ada,2026-04-10 15:25:09,0.0714
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511039,Pendidikan Bahasa Inggris,Sarjana,48,478.0,Tidak Ada,2026-04-10 15:25:09,0.1004
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511053,Mikrobiologi,Sarjana,32,169.0,Tidak Ada,2026-04-10 15:25:09,0.1893
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511054,Teknik Mesin,Sarjana,24,341.0,Tidak Ada,2026-04-10 15:25:09,0.0704
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511055,Pendidikan Bahasa Jepang,Sarjana,48,167.0,Tidak Ada,2026-04-10 15:25:09,0.2874
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511056,Proteksi Tanaman,Sarjana,28,122.0,Tidak Ada,2026-04-10 15:25:09,0.2295
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511057,Statistik,Sarjana,36,259.0,Tidak Ada,2026-04-10 15:25:09,0.139
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511058,Biologi Terapan,Sarjana,32,142.0,Tidak Ada,2026-04-10 15:25:09,0.2254
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511059,Teknik Komputer,Sarjana,24,388.0,Tidak Ada,2026-04-10 15:25:09,0.0619
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13511060,Arsitektur,Sarjana,18,,Tidak Ada,2026-04-10 15:25:09,
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513040,Administrasi Bisnis,Diploma Tiga,36,433.0,Tidak Ada,2026-04-10 15:25:09,0.0831
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513041,Bahasa Mandarin,Diploma Tiga,56,73.0,Tidak Ada,2026-04-10 15:25:09,0.7671
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513042,Budi Daya Ikan,Diploma Tiga,48,31.0,Tidak Ada,2026-04-10 15:25:09,1.5484
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513043,Agribisnis,Diploma Tiga,48,121.0,Tidak Ada,2026-04-10 15:25:09,0.3967
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513044,Perencanaan Sumber Daya Lahan,Diploma Tiga,48,60.0,Tidak Ada,2026-04-10 15:25:09,0.8
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513046,Bahasa Inggris,Diploma Tiga,56,135.0,Tidak Ada,2026-04-10 15:25:09,0.4148
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513048,Akuntansi,Diploma Tiga,36,235.0,Tidak Ada,2026-04-10 15:25:09,0.1532
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513049,Bisnis Internasional,Diploma Tiga,36,140.0,Tidak Ada,2026-04-10 15:25:09,0.2571
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513051,Administrasi Perkantoran,Diploma Tiga,36,289.0,Tidak Ada,2026-04-10 15:25:09,0.1246
Universitas Jenderal Soedirman,351,1351,PTN Akademik,13513052,Budi Daya Ternak,Diploma Tiga,92,103.0,Tidak Ada,2026-04-10 15:25:09,0.8932
Universitas Tidar,352,1352,PTN Akademik,13521001,Agroteknologi,Sarjana,45,414.0,Tidak Ada,2026-04-10 15:25:10,0.1087
Universitas Tidar,352,1352,PTN Akademik,13521002,Teknik Sipil,Sarjana,32,352.0,Tidak Ada,2026-04-10 15:25:10,0.0909
Universitas Tidar,352,1352,PTN Akademik,13521003,Teknik Mesin,Sarjana,32,326.0,Tidak Ada,2026-04-10 15:25:10,0.0982
Universitas Tidar,352,1352,PTN Akademik,13521004,Teknik Elektro,Sarjana,24,218.0,Tidak Ada,2026-04-10 15:25:10,0.1101
Universitas Tidar,352,1352,PTN Akademik,13521005,Peternakan,Sarjana,45,298.0,Tidak Ada,2026-04-10 15:25:10,0.151
Universitas Tidar,352,1352,PTN Akademik,13521006,Pendidikan Ilmu Pengetahuan Alam,Sarjana,32,241.0,Tidak Ada,2026-04-10 15:25:10,0.1328
Universitas Tidar,352,1352,PTN Akademik,13521007,Pendidikan Biologi,Sarjana,24,254.0,Tidak Ada,2026-04-10 15:25:10,0.0945
Universitas Tidar,352,1352,PTN Akademik,13521008,Pendidikan Matematika,Sarjana,32,293.0,Tidak Ada,2026-04-10 15:25:10,0.1092
Universitas Tidar,352,1352,PTN Akademik,13521009,Akuakultur,Sarjana,45,163.0,Tidak Ada,2026-04-10 15:25:10,0.2761
Universitas Tidar,352,1352,PTN Akademik,13521010,Ekonomi Pembangunan,Sarjana,40,465.0,Tidak Ada,2026-04-10 15:25:10,0.086
Universitas Tidar,352,1352,PTN Akademik,13521011,Ilmu Administrasi Negara,Sarjana,50,633.0,Tidak Ada,2026-04-10 15:25:10,0.079
Universitas Tidar,352,1352,PTN Akademik,13521012,Pendidikan Bahasa Inggris,Sarjana,40,364.0,Tidak Ada,2026-04-10 15:25:10,0.1099
Universitas Tidar,352,1352,PTN Akademik,13521013,Pendidikan Bahasa Dan Sastra Indonesia,Sarjana,40,584.0,Tidak Ada,2026-04-10 15:25:10,0.0685
Universitas Tidar,352,1352,PTN Akademik,13521014,Hukum,Sarjana,50,581.0,Tidak Ada,2026-04-10 15:25:10,0.0861
Universitas Tidar,352,1352,PTN Akademik,13521015,Manajemen,Sarjana,40,742.0,Tidak Ada,2026-04-10 15:25:10,0.0539
Universitas Tidar,352,1352,PTN Akademik,13521016,Ilmu Komunikasi,Sarjana,46,742.0,Tidak Ada,2026-04-10 15:25:10,0.062
Universitas Tidar,352,1352,PTN Akademik,13521017,Akuntansi,Sarjana,40,655.0,Tidak Ada,2026-04-10 15:25:10,0.0611
Universitas Tidar,352,1352,PTN Akademik,13521020,Pariwisata,Sarjana,35,450.0,Tidak Ada,2026-04-10 15:25:10,0.0778
Universitas Tidar,352,1352,PTN Akademik,13521021,Teknologi Pangan,Sarjana,30,443.0,Tidak Ada,2026-04-10 15:25:10,0.0677
Universitas Tidar,352,1352,PTN Akademik,13521022,Teknologi Informasi,Sarjana,16,379.0,Tidak Ada,2026-04-10 15:25:10,0.0422
Universitas Tidar,352,1352,PTN Akademik,13521023,Teknik Mekatronika,Sarjana,16,88.0,Tidak Ada,2026-04-10 15:25:10,0.1818
Universitas Tidar,352,1352,PTN Akademik,13521024,Teknik Industri,Sarjana,16,352.0,Tidak Ada,2026-04-10 15:25:10,0.0455
Universitas Tidar,352,1352,PTN Akademik,13521025,Agribisnis,Sarjana,30,338.0,Tidak Ada,2026-04-10 15:25:10,0.0888
Universitas Tidar,352,1352,PTN Akademik,13521026,Gizi,Sarjana,30,537.0,Tidak Ada,2026-04-10 15:25:10,0.0559
Universitas Tidar,352,1352,PTN Akademik,13522019,Teknologi Rekayasa Perancangan Manufaktur,Sarjana Terapan,12,62.0,Tidak Ada,2026-04-10 15:25:10,0.1935
Universitas Tidar,352,1352,PTN Akademik,13522027,Akuntansi Perpajakan,Sarjana Terapan,20,198.0,Tidak Ada,2026-04-10 15:25:10,0.101
Universitas Tidar,352,1352,PTN Akademik,13523018,Akuntansi,Diploma Tiga,50,190.0,Tidak Ada,2026-04-10 15:25:10,0.2632
Universitas Tidar,352,1352,PTN Akademik,13523028,Farmasi,Diploma Tiga,24,369.0,Tidak Ada,2026-04-10 15:25:10,0.065
Universitas Sebelas Maret,353,1353,PTN Akademik,13531001,Kedokteran,Sarjana,48,1220.0,Tidak Ada,2026-04-10 15:25:12,0.0393
Universitas Sebelas Maret,353,1353,PTN Akademik,13531002,Psikologi,Sarjana,60,1225.0,Tidak Ada,2026-04-10 15:25:12,0.049
Universitas Sebelas Maret,353,1353,PTN Akademik,13531003,Agroteknologi / Agroekoteknologi,Sarjana,36,525.0,Tidak Ada,2026-04-10 15:25:12,0.0686
Universitas Sebelas Maret,353,1353,PTN Akademik,13531004,Agribisnis,Sarjana,32,547.0,Tidak Ada,2026-04-10 15:25:12,0.0585
Universitas Sebelas Maret,353,1353,PTN Akademik,13531005,Peternakan,Sarjana,75,481.0,Tidak Ada,2026-04-10 15:25:12,0.1559
Universitas Sebelas Maret,353,1353,PTN Akademik,13531006,Ilmu Dan Teknologi Pangan,Sarjana,24,626.0,Tidak Ada,2026-04-10 15:25:12,0.0383
Universitas Sebelas Maret,353,1353,PTN Akademik,13531007,Teknik Sipil,Sarjana,36,820.0,Tidak Ada,2026-04-10 15:25:12,0.0439
Universitas Sebelas Maret,353,1353,PTN Akademik,13531008,Arsitektur,Sarjana,26,417.0,Tidak Ada,2026-04-10 15:25:12,0.0624
Universitas Sebelas Maret,353,1353,PTN Akademik,13531009,Teknik Industri,Sarjana,26,786.0,Tidak Ada,2026-04-10 15:25:12,0.0331
Universitas Sebelas Maret,353,1353,PTN Akademik,13531010,Teknik Mesin,Sarjana,32,760.0,Tidak Ada,2026-04-10 15:25:12,0.0421
Universitas Sebelas Maret,353,1353,PTN Akademik,13531011,Teknik Kimia,Sarjana,24,358.0,Tidak Ada,2026-04-10 15:25:12,0.067
Universitas Sebelas Maret,353,1353,PTN Akademik,13531012,Matematika,Sarjana,32,293.0,Tidak Ada,2026-04-10 15:25:12,0.1092
Universitas Sebelas Maret,353,1353,PTN Akademik,13531013,Fisika,Sarjana,27,139.0,Tidak Ada,2026-04-10 15:25:12,0.1942
Universitas Sebelas Maret,353,1353,PTN Akademik,13531014,Kimia,Sarjana,27,240.0,Tidak Ada,2026-04-10 15:25:12,0.1125
Universitas Sebelas Maret,353,1353,PTN Akademik,13531015,Biologi,Sarjana,27,276.0,Tidak Ada,2026-04-10 15:25:12,0.0978
Universitas Sebelas Maret,353,1353,PTN Akademik,13531016,Perencanaan Wilayah Dan Kota (Pwk),Sarjana,22,343.0,Tidak Ada,2026-04-10 15:25:12,0.0641
Universitas Sebelas Maret,353,1353,PTN Akademik,13531017,Informatika,Sarjana,30,1157.0,Tidak Ada,2026-04-10 15:25:12,0.0259
Universitas Sebelas Maret,353,1353,PTN Akademik,13531018,Pendidikan Fisika,Sarjana,27,122.0,Tidak Ada,2026-04-10 15:25:12,0.2213
Universitas Sebelas Maret,353,1353,PTN Akademik,13531019,Pendidikan Kimia,Sarjana,30,213.0,Tidak Ada,2026-04-10 15:25:12,0.1408
Universitas Sebelas Maret,353,1353,PTN Akademik,13531020,Pendidikan Biologi,Sarjana,20,274.0,Tidak Ada,2026-04-10 15:25:12,0.073
Universitas Sebelas Maret,353,1353,PTN Akademik,13531021,Pendidikan Matematika,Sarjana,20,316.0,Tidak Ada,2026-04-10 15:25:12,0.0633
Universitas Sebelas Maret,353,1353,PTN Akademik,13531022,Pendidikan Teknik Mesin,Sarjana,27,159.0,Tidak Ada,2026-04-10 15:25:12,0.1698
Universitas Sebelas Maret,353,1353,PTN Akademik,13531023,Pendidikan Teknik Bangunan,Sarjana,27,119.0,Tidak Ada,2026-04-10 15:25:12,0.2269
Universitas Sebelas Maret,353,1353,PTN Akademik,13531024,Pendidikan Teknik Informatika & Komputer,Sarjana,18,291.0,Tidak Ada,2026-04-10 15:25:12,0.0619
Universitas Sebelas Maret,353,1353,PTN Akademik,13531025,Ilmu Tanah,Sarjana,26,227.0,Tidak Ada,2026-04-10 15:25:12,0.1145
Universitas Sebelas Maret,353,1353,PTN Akademik,13531026,Penyuluhan Dan Komunikasi Pertanian,Sarjana,24,250.0,Tidak Ada,2026-04-10 15:25:12,0.096
Universitas Sebelas Maret,353,1353,PTN Akademik,13531027,Farmasi,Sarjana,16,1103.0,Tidak Ada,2026-04-10 15:25:12,0.0145
Universitas Sebelas Maret,353,1353,PTN Akademik,13531028,Teknik Elektro,Sarjana,16,418.0,Tidak Ada,2026-04-10 15:25:12,0.0383
Universitas Sebelas Maret,353,1353,PTN Akademik,13531029,Statistika,Sarjana,22,370.0,Tidak Ada,2026-04-10 15:25:12,0.0595
Universitas Sebelas Maret,353,1353,PTN Akademik,13531030,Pendidikan Ipa,Sarjana,16,162.0,Tidak Ada,2026-04-10 15:25:12,0.0988
Universitas Sebelas Maret,353,1353,PTN Akademik,13531031,Ilmu Lingkungan,Sarjana,18,259.0,Tidak Ada,2026-04-10 15:25:12,0.0695
Universitas Sebelas Maret,353,1353,PTN Akademik,13531032,Pengelolaan Hutan,Sarjana,20,239.0,Tidak Ada,2026-04-10 15:25:12,0.0837
Universitas Sebelas Maret,353,1353,PTN Akademik,13531034,Kebidanan,Sarjana,14,411.0,Tidak Ada,2026-04-10 15:25:12,0.0341
Universitas Sebelas Maret,353,1353,PTN Akademik,13531035,Ilmu Administrasi Negara,Sarjana,29,599.0,Tidak Ada,2026-04-10 15:25:12,0.0484
Universitas Sebelas Maret,353,1353,PTN Akademik,13531036,Ilmu Komunikasi,Sarjana,28,969.0,Tidak Ada,2026-04-10 15:25:12,0.0289
Universitas Sebelas Maret,353,1353,PTN Akademik,13531037,Sosiologi,Sarjana,30,296.0,Tidak Ada,2026-04-10 15:25:12,0.1014
Universitas Sebelas Maret,353,1353,PTN Akademik,13531038,Ilmu Hukum,Sarjana,120,1296.0,Tidak Ada,2026-04-10 15:25:12,0.0926
Universitas Sebelas Maret,353,1353,PTN Akademik,13531039,Ekonomi Pembangunan,Sarjana,36,572.0,Tidak Ada,2026-04-10 15:25:12,0.0629
Universitas Sebelas Maret,353,1353,PTN Akademik,13531040,Manajemen,Sarjana,40,1590.0,Tidak Ada,2026-04-10 15:25:12,0.0252
Universitas Sebelas Maret,353,1353,PTN Akademik,13531041,Akuntansi,Sarjana,35,1206.0,Tidak Ada,2026-04-10 15:25:12,0.029
Universitas Sebelas Maret,353,1353,PTN Akademik,13531042,Ilmu Sejarah,Sarjana,17,164.0,Tidak Ada,2026-04-10 15:25:12,0.1037
Universitas Sebelas Maret,353,1353,PTN Akademik,13531043,Sastra Indonesia,Sarjana,17,262.0,Tidak Ada,2026-04-10 15:25:12,0.0649
Universitas Sebelas Maret,353,1353,PTN Akademik,13531044,Sastra Inggris,Sarjana,18,416.0,Tidak Ada,2026-04-10 15:25:12,0.0433
Universitas Sebelas Maret,353,1353,PTN Akademik,13531045,Sastra Daerah Untuk Sastra Jawa,Sarjana,26,136.0,Tidak Ada,2026-04-10 15:25:12,0.1912
Universitas Sebelas Maret,353,1353,PTN Akademik,13531046,Desain Mode,Sarjana,18,66.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,0.2727
Universitas Sebelas Maret,353,1353,PTN Akademik,13531047,Seni Rupa,Sarjana,18,51.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,0.3529
Universitas Sebelas Maret,353,1353,PTN Akademik,13531048,Desain Interior,Sarjana,18,151.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,0.1192
Universitas Sebelas Maret,353,1353,PTN Akademik,13531049,Desain Komunikasi Visual,Sarjana,30,460.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,0.0652
Universitas Sebelas Maret,353,1353,PTN Akademik,13531050,Pendidikan Sejarah,Sarjana,18,167.0,Tidak Ada,2026-04-10 15:25:12,0.1078
Universitas Sebelas Maret,353,1353,PTN Akademik,13531051,Pendidikan Geografi,Sarjana,27,245.0,Tidak Ada,2026-04-10 15:25:12,0.1102
Universitas Sebelas Maret,353,1353,PTN Akademik,13531052,Pend. Pancasila & Kewarganegaraan (Ppkn),Sarjana,18,259.0,Tidak Ada,2026-04-10 15:25:12,0.0695
Universitas Sebelas Maret,353,1353,PTN Akademik,13531053,Pendidikan Luar Biasa (Pendidikan Khusus),Sarjana,24,194.0,Tidak Ada,2026-04-10 15:25:12,0.1237
Universitas Sebelas Maret,353,1353,PTN Akademik,13531054,"Pendidikan Jasmani, Kesehatan & Rekreasi",Sarjana,32,420.0,Olahraga,2026-04-10 15:25:12,0.0762
Universitas Sebelas Maret,353,1353,PTN Akademik,13531055,Pendidikan Kepelatihan Olahraga,Sarjana,33,380.0,Olahraga,2026-04-10 15:25:12,0.0868
Universitas Sebelas Maret,353,1353,PTN Akademik,13531057,"Pend. Bahasa, Sastra Indonesia & Daerah",Sarjana,18,362.0,Tidak Ada,2026-04-10 15:25:12,0.0497
Universitas Sebelas Maret,353,1353,PTN Akademik,13531058,Pendidikan Bahasa Inggris,Sarjana,18,420.0,Tidak Ada,2026-04-10 15:25:12,0.0429
Universitas Sebelas Maret,353,1353,PTN Akademik,13531059,Pendidikan Seni Rupa,Sarjana,24,79.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,0.3038
Universitas Sebelas Maret,353,1353,PTN Akademik,13531060,Pendidikan Sosiologi Antropologi,Sarjana,16,202.0,Tidak Ada,2026-04-10 15:25:12,0.0792
Universitas Sebelas Maret,353,1353,PTN Akademik,13531061,Pend. Guru Sekolah Dasar (Pgsd) Surakarta,Sarjana,43,1169.0,Tidak Ada,2026-04-10 15:25:12,0.0368
Universitas Sebelas Maret,353,1353,PTN Akademik,13531062,Bimbingan Dan Konseling,Sarjana,18,401.0,Tidak Ada,2026-04-10 15:25:12,0.0449
Universitas Sebelas Maret,353,1353,PTN Akademik,13531063,Pend. Guru Pend Anak Usia Dini (Pg-Paud),Sarjana,16,166.0,Tidak Ada,2026-04-10 15:25:12,0.0964
Universitas Sebelas Maret,353,1353,PTN Akademik,13531064,Sastra Arab,Sarjana,17,196.0,Tidak Ada,2026-04-10 15:25:12,0.0867
Universitas Sebelas Maret,353,1353,PTN Akademik,13531065,Pendidikan Bahasa Jawa,Sarjana,27,238.0,Tidak Ada,2026-04-10 15:25:12,0.1134
Universitas Sebelas Maret,353,1353,PTN Akademik,13531066,Pend. Guru Sekolah Dasar (Pgsd) Kebumen,Sarjana,24,334.0,Tidak Ada,2026-04-10 15:25:12,0.0719
Universitas Sebelas Maret,353,1353,PTN Akademik,13531067,Hubungan Internasional,Sarjana,18,346.0,Tidak Ada,2026-04-10 15:25:12,0.052
Universitas Sebelas Maret,353,1353,PTN Akademik,13531068,Pendidikan Akuntansi,Sarjana,27,290.0,Tidak Ada,2026-04-10 15:25:12,0.0931
Universitas Sebelas Maret,353,1353,PTN Akademik,13531069,Pendidikan Administrasi Perkantoran,Sarjana,20,234.0,Tidak Ada,2026-04-10 15:25:12,0.0855
Universitas Sebelas Maret,353,1353,PTN Akademik,13531070,Pendidikan Ekonomi,Sarjana,24,272.0,Tidak Ada,2026-04-10 15:25:12,0.0882
Universitas Sebelas Maret,353,1353,PTN Akademik,13531094,Teknologi Pendidikan,Sarjana,20,212.0,Tidak Ada,2026-04-10 15:25:12,0.0943
Universitas Sebelas Maret,353,1353,PTN Akademik,13531095,Bahasa Mandarin Dan Kebudayaan Tiongkok,Sarjana,23,238.0,Tidak Ada,2026-04-10 15:25:12,0.0966
Universitas Sebelas Maret,353,1353,PTN Akademik,13531096,Bisnis Digital,Sarjana,27,1000.0,Tidak Ada,2026-04-10 15:25:12,0.027
Universitas Sebelas Maret,353,1353,PTN Akademik,13531097,Sains Data,Sarjana,12,391.0,Tidak Ada,2026-04-10 15:25:12,0.0307
Universitas Sebelas Maret,353,1353,PTN Akademik,13531104,Ilmu Administrasi Negara (Kampus Kabupaten Kebumen),Sarjana,24,82.0,Tidak Ada,2026-04-10 15:25:12,0.2927
Universitas Sebelas Maret,353,1353,PTN Akademik,13531105,Informatika (Kampus Kabupaten Kebumen),Sarjana,15,78.0,Tidak Ada,2026-04-10 15:25:12,0.1923
Universitas Sebelas Maret,353,1353,PTN Akademik,13531106,Proteksi Tanaman,Sarjana,24,88.0,Tidak Ada,2026-04-10 15:25:12,0.2727
Universitas Sebelas Maret,353,1353,PTN Akademik,13532033,Keselamatan Dan Kesehatan Kerja,Sarjana Terapan,27,988.0,Tidak Ada,2026-04-10 15:25:12,0.0273
Universitas Sebelas Maret,353,1353,PTN Akademik,13532071,Demografi Dan Pencatatan Sipil,Sarjana Terapan,30,262.0,Tidak Ada,2026-04-10 15:25:12,0.1145
Universitas Sebelas Maret,353,1353,PTN Akademik,13532098,Keperawatan Anestesiologi,Sarjana Terapan,15,1279.0,Tidak Ada,2026-04-10 15:25:12,0.0117
Universitas Sebelas Maret,353,1353,PTN Akademik,13532099,Teknologi Rekayasa Manufaktur,Sarjana Terapan,18,117.0,Tidak Ada,2026-04-10 15:25:12,0.1538
Universitas Sebelas Maret,353,1353,PTN Akademik,13532100,Pemasaran Digital,Sarjana Terapan,21,347.0,Tidak Ada,2026-04-10 15:25:12,0.0605
Universitas Sebelas Maret,353,1353,PTN Akademik,13532101,Perbankan Dan Keuangan Digital,Sarjana Terapan,24,356.0,Tidak Ada,2026-04-10 15:25:12,0.0674
Universitas Sebelas Maret,353,1353,PTN Akademik,13532107,Bahasa  Mandarin Untuk Komunikasi Bisnis Dan Profesional,Sarjana Terapan,18,121.0,Tidak Ada,2026-04-10 15:25:12,0.1488
Universitas Sebelas Maret,353,1353,PTN Akademik,13532108,Manajemen Konstruksi,Sarjana Terapan,18,,Tidak Ada,2026-04-10 15:25:12,
Universitas Sebelas Maret,353,1353,PTN Akademik,13532109,Bahasa Inggris Untuk Komunikasi Bisnis Dan Profesional,Sarjana Terapan,14,,Tidak Ada,2026-04-10 15:25:12,
Universitas Sebelas Maret,353,1353,PTN Akademik,13532110,Manajemen Bisnis,Sarjana Terapan,14,,Tidak Ada,2026-04-10 15:25:12,
Universitas Sebelas Maret,353,1353,PTN Akademik,13532111,Desain Media Digital,Sarjana Terapan,12,,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:12,
Universitas Sebelas Maret,353,1353,PTN Akademik,13532112,Manajemen Perdagangan Internasional,Sarjana Terapan,18,,Tidak Ada,2026-04-10 15:25:12,
Universitas Sebelas Maret,353,1353,PTN Akademik,13533072,Akuntansi,Diploma Tiga,18,356.0,Tidak Ada,2026-04-10 15:25:12,0.0506
Universitas Sebelas Maret,353,1353,PTN Akademik,13533073,Kebidanan,Diploma Tiga,18,273.0,Tidak Ada,2026-04-10 15:25:12,0.0659
Universitas Sebelas Maret,353,1353,PTN Akademik,13533078,Perpajakan,Diploma Tiga,18,313.0,Tidak Ada,2026-04-10 15:25:12,0.0575
Universitas Sebelas Maret,353,1353,PTN Akademik,13533081,Usaha Perjalanan Wisata,Diploma Tiga,18,260.0,Tidak Ada,2026-04-10 15:25:12,0.0692
Universitas Sebelas Maret,353,1353,PTN Akademik,13533082,Agribisnis,Diploma Tiga,26,215.0,Tidak Ada,2026-04-10 15:25:12,0.1209
Universitas Sebelas Maret,353,1353,PTN Akademik,13533083,Teknik Kimia,Diploma Tiga,10,61.0,Tidak Ada,2026-04-10 15:25:12,0.1639
Universitas Sebelas Maret,353,1353,PTN Akademik,13533089,Farmasi,Diploma Tiga,17,702.0,Tidak Ada,2026-04-10 15:25:12,0.0242
Universitas Sebelas Maret,353,1353,PTN Akademik,13533090,Budi Daya Ternak,Diploma Tiga,12,77.0,Tidak Ada,2026-04-10 15:25:12,0.1558
Universitas Sebelas Maret,353,1353,PTN Akademik,13533091,Manajemen Administrasi,Diploma Tiga,18,419.0,Tidak Ada,2026-04-10 15:25:12,0.043
Universitas Sebelas Maret,353,1353,PTN Akademik,13533102,Teknik Informatika (Kampus Kabupaten Madiun),Diploma Tiga,18,31.0,Tidak Ada,2026-04-10 15:25:12,0.5806
Universitas Sebelas Maret,353,1353,PTN Akademik,13533103,Akuntansi (Kampus Kabupaten Madiun),Diploma Tiga,18,20.0,Tidak Ada,2026-04-10 15:25:12,0.9
Isi Surakarta,354,1354,PTN Akademik,13541001,Tari,Sarjana,52,177.0,Tari,2026-04-10 15:25:15,0.2938
Isi Surakarta,354,1354,PTN Akademik,13541002,Etnomusikologi,Sarjana,32,20.0,Etnomusikologi,2026-04-10 15:25:15,1.6
Isi Surakarta,354,1354,PTN Akademik,13541003,Teater,Sarjana,16,17.0,Teater,2026-04-10 15:25:15,0.9412
Isi Surakarta,354,1354,PTN Akademik,13541004,Kriya,Sarjana,28,25.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:15,1.12
Isi Surakarta,354,1354,PTN Akademik,13541005,Seni Murni,Sarjana,32,92.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:15,0.3478
Isi Surakarta,354,1354,PTN Akademik,13541006,Desain Interior,Sarjana,44,108.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:15,0.4074
Isi Surakarta,354,1354,PTN Akademik,13541007,Desain Komunikasi Visual,Sarjana,72,619.0,"Seni Rupa, Desain, dan Kriya",2026-04-10 15:25:15,0.1163
Isi Surakarta,354,1354,PTN Akademik,13541008,Film Dan Televisi,Sarjana,60,248.0,Film dan Televisi,2026-04-10 15:25:15,0.2419
Isi Surakarta,354,1354,PTN Akademik,13541009,Fotografi,Sarjana,48,96.0,Fotografi,2026-04-10 15:25:15,0.5
Isi Surakarta,354,1354,PTN Akademik,13541010,Seni Karawitan,Sarjana,44,87.0,Seni Karawitan,2026-04-10 15:25:15,0.5057
Isi Surakarta,354,1354,PTN Akademik,13541011,Seni Pedalangan,Sarjana,20,27.0,Seni Pedalangan,2026-04-10 15:25:15,0.7407
Isi Surakarta,354,1354,PTN Akademik,13541014,Seni Intermedia,Sarjana,10,31.0,Tidak Ada,2026-04-10 15:25:15,0.3226
Isi Surakarta,354,1354,PTN Akademik,13541015,Koreografi Inkuiri,Sarjana,10,15.0,Tidak Ada,2026-04-10 15:25:15,0.6667
